airbnb_neighbourhood_group,airbnb_neighbourhood,airbnb_lat,airbnb_long
Brooklyn,Crown Heights,40.67206,-73.93446
Queens,Jamaica Estates,40.7177,-73.78689
Brooklyn,Crown Heights,40.66863,-73.95046
Bronx,Williamsbridge,40.8785,-73.86347
Brooklyn,Crown Heights,40.66571,-73.9338
Manhattan,Harlem,40.82389,-73.93887
Brooklyn,Williamsburg,40.7091,-73.96032
Brooklyn,Bushwick,40.69743,-73.92171
Manhattan,East Village,40.72695,-73.97974
Manhattan,Lower East Side,40.71871,-73.98218
Brooklyn,Williamsburg,40.71311,-73.95742
Manhattan,Inwood,40.86931,-73.91682
Brooklyn,Williamsburg,40.71463,-73.9583
Manhattan,Greenwich Village,40.73322,-73.99762
Brooklyn,Williamsburg,40.71,-73.96775
Manhattan,Midtown,40.74874,-73.98495
Brooklyn,Williamsburg,40.70879,-73.94977
Brooklyn,Clinton Hill,40.69368,-73.96244
Manhattan,Upper East Side,40.76814,-73.95604
Queens,Kew Gardens,40.71162,-73.82799
Queens,Maspeth,40.73094,-73.90131
Manhattan,East Harlem,40.79917,-73.94183
Brooklyn,Williamsburg,40.70893,-73.95472
Manhattan,Murray Hill,40.74763,-73.97316
Brooklyn,Greenpoint,40.72074,-73.94613
Brooklyn,Williamsburg,40.71795,-73.95096
Manhattan,Harlem,40.81914,-73.95516
Manhattan,Chelsea,40.74587,-73.99889
Queens,Jamaica,40.68739,-73.80555
Manhattan,Midtown,40.74566,-73.98126
Manhattan,Gramercy,40.73614,-73.98872
Manhattan,Harlem,40.81244,-73.95261
Manhattan,Upper East Side,40.77141,-73.94985
Manhattan,Theater District,40.76109,-73.98261
Manhattan,Murray Hill,40.75048,-73.97776
Brooklyn,Cypress Hills,40.68529,-73.87424
Manhattan,Upper West Side,40.77838,-73.97851
Brooklyn,Williamsburg,40.71312,-73.9517
Manhattan,Gramercy,40.73804,-73.98503
Brooklyn,Williamsburg,40.71498,-73.94357
Queens,Woodside,40.74402,-73.90946
Manhattan,Murray Hill,40.74703,-73.97484
Manhattan,Greenwich Village,40.73233,-73.99678
Brooklyn,Williamsburg,40.70767,-73.943
Brooklyn,Fort Greene,40.68906,-73.97872
Queens,Ridgewood,40.69687,-73.90111
Brooklyn,Williamsburg,40.71436,-73.93812
Manhattan,Kips Bay,40.73998,-73.97795
Brooklyn,East New York,40.67539,-73.90207
Manhattan,West Village,40.73607,-74.00373
Queens,Astoria,40.76337,-73.92801
Manhattan,Tribeca,40.71724,-74.00446
Brooklyn,Prospect-Lefferts Gardens,40.65596,-73.9535
Queens,Rego Park,40.72997,-73.86523
Manhattan,Chinatown,40.71799,-73.9964
Brooklyn,Bushwick,40.69948,-73.92372
Brooklyn,Clinton Hill,40.68381,-73.96786
Manhattan,Washington Heights,40.85394,-73.92972
Manhattan,Washington Heights,40.8584,-73.93009
Manhattan,Hell's Kitchen,40.7687,-73.99184
Brooklyn,Bedford-Stuyvesant,40.69165,-73.93483
Brooklyn,Borough Park,40.64212,-73.9973
Brooklyn,Williamsburg,40.71881,-73.96397
Manhattan,Harlem,40.82892,-73.95082
Manhattan,Greenwich Village,40.73506,-73.99743
Brooklyn,Bedford-Stuyvesant,40.68754,-73.94183
Manhattan,Lower East Side,40.71765,-73.98452
Queens,Glendale,40.69916,-73.8892
Brooklyn,Bushwick,40.69596,-73.92712
Manhattan,NoHo,40.72485,-73.99461
Manhattan,East Village,40.72588,-73.98243
Brooklyn,Bushwick,40.68545,-73.91237
Brooklyn,Brighton Beach,40.58363,-73.96405
Queens,Corona,40.74725,-73.85486
Brooklyn,Flatbush,40.65224,-73.95724
Brooklyn,Williamsburg,40.70929,-73.9477
Brooklyn,Williamsburg,40.70902,-73.96059
Manhattan,Upper West Side,40.78309,-73.97831
Manhattan,Murray Hill,40.74751,-73.97593
Queens,Long Island City,40.75901,-73.93404
Brooklyn,Bedford-Stuyvesant,40.6834,-73.94209
Manhattan,Upper East Side,40.77585,-73.95337
Manhattan,East Village,40.72339,-73.98911
Brooklyn,Williamsburg,40.70643,-73.93976
Brooklyn,Bedford-Stuyvesant,40.68406,-73.93338
Brooklyn,Bushwick,40.69787,-73.92703
Manhattan,East Village,40.72711,-73.97727
Brooklyn,Williamsburg,40.7142,-73.96099
Brooklyn,Bushwick,40.69697,-73.93207
Manhattan,Lower East Side,40.7193,-73.98405
Manhattan,Lower East Side,40.71833,-73.98562
Manhattan,Midtown,40.74238,-73.98439
Queens,Rego Park,40.71663,-73.85823
Brooklyn,Bushwick,40.69754,-73.9348
Manhattan,Harlem,40.83044,-73.94839
Manhattan,Harlem,40.82245,-73.95404
Manhattan,Upper West Side,40.79641,-73.97088
Manhattan,Midtown,40.76512,-73.98201
Brooklyn,East Flatbush,40.63338,-73.94753
Manhattan,Midtown,40.76575,-73.98168
Manhattan,Midtown,40.7652,-73.98174
Brooklyn,Bergen Beach,40.61807,-73.90162
Brooklyn,Bedford-Stuyvesant,40.68376,-73.95109
Brooklyn,Bedford-Stuyvesant,40.69318,-73.95418
Brooklyn,Bushwick,40.69476,-73.90545
Brooklyn,Bushwick,40.69295,-73.90851
Manhattan,Harlem,40.81634,-73.95735
Manhattan,East Village,40.72652,-73.98966
Brooklyn,Bushwick,40.70108,-73.91409
Manhattan,Harlem,40.81462,-73.95047
Manhattan,Midtown,40.76563,-73.98242
Brooklyn,Williamsburg,40.71672,-73.95819
Manhattan,Hell's Kitchen,40.76285,-73.98728
Manhattan,Murray Hill,40.74623,-73.97404
Brooklyn,Bushwick,40.70162,-73.91297
Queens,Ozone Park,40.68562,-73.83498
Manhattan,Upper West Side,40.79492,-73.96816
Brooklyn,Borough Park,40.64495,-73.99615
Queens,Astoria,40.77418,-73.93545
Manhattan,Nolita,40.72184,-73.99452
Brooklyn,Williamsburg,40.71053,-73.96261
Brooklyn,Bushwick,40.69436,-73.92261
Brooklyn,Williamsburg,40.7063,-73.94439
Manhattan,Flatiron District,40.73962,-73.98492
Brooklyn,Sunset Park,40.64351,-74.01848
Manhattan,Harlem,40.82816,-73.94957
Queens,Astoria,40.76234,-73.91991
Brooklyn,Bedford-Stuyvesant,40.69216,-73.96011
Brooklyn,Williamsburg,40.71917,-73.96079
Brooklyn,Williamsburg,40.72092,-73.96122
Manhattan,East Village,40.72625,-73.97822
Manhattan,Midtown,40.76639,-73.98163
Manhattan,Harlem,40.81537,-73.94067
Brooklyn,Flatbush,40.63436,-73.96126
Manhattan,Upper West Side,40.78472,-73.97575
Manhattan,Harlem,40.80639,-73.94834
Manhattan,Morningside Heights,40.80486,-73.9656
Manhattan,Chelsea,40.7443,-73.99732
Manhattan,Lower East Side,40.71757,-73.98394
Manhattan,Nolita,40.72344,-73.99592
Manhattan,Harlem,40.80961,-73.94588
Queens,Jamaica,40.68411,-73.79688
Brooklyn,Bedford-Stuyvesant,40.69676,-73.93959
Brooklyn,Bushwick,40.69385,-73.9096
Bronx,Concourse Village,40.83314,-73.91708
Manhattan,Flatiron District,40.74212,-73.99042
Manhattan,Chelsea,40.74729,-73.98957
Brooklyn,Williamsburg,40.71783,-73.96141
Manhattan,Midtown,40.74535,-73.99023
Brooklyn,Prospect-Lefferts Gardens,40.65896,-73.96104
Manhattan,Harlem,40.83029,-73.94962
Brooklyn,Williamsburg,40.70755,-73.95314
Brooklyn,Bedford-Stuyvesant,40.68885,-73.94349
Queens,Astoria,40.75936,-73.91266
Brooklyn,Park Slope,40.67245,-73.97341
Brooklyn,Fort Greene,40.69387,-73.97316
Brooklyn,Prospect-Lefferts Gardens,40.66208,-73.9443
Manhattan,SoHo,40.72224,-73.99991
Brooklyn,Williamsburg,40.71032,-73.95687
Queens,Woodhaven,40.69003,-73.8678
Brooklyn,Williamsburg,40.70481,-73.93766
Brooklyn,Williamsburg,40.7087,-73.94519
Queens,Ridgewood,40.7029,-73.91174
Manhattan,East Village,40.72188,-73.97957
Brooklyn,Bushwick,40.69178,-73.91243
Manhattan,Washington Heights,40.84855,-73.93704
Brooklyn,Williamsburg,40.71938,-73.95476
Manhattan,Upper East Side,40.77774,-73.95711
Manhattan,Hell's Kitchen,40.75827,-73.99544
Queens,Sunnyside,40.73679,-73.92561
Brooklyn,Crown Heights,40.6763,-73.94107
Brooklyn,Bedford-Stuyvesant,40.69338,-73.93125
Brooklyn,Bedford-Stuyvesant,40.68373,-73.93056
Brooklyn,Crown Heights,40.6756,-73.91465
Manhattan,West Village,40.73612,-74.00828
Manhattan,East Harlem,40.80039,-73.9361
Manhattan,SoHo,40.72594,-74.00136
Brooklyn,Bedford-Stuyvesant,40.6861,-73.95161
Manhattan,Tribeca,40.71813,-74.00538
Brooklyn,Williamsburg,40.71815,-73.94189
Queens,Long Island City,40.74397,-73.95667
Manhattan,Lower East Side,40.71495,-73.98589
Manhattan,Kips Bay,40.73836,-73.98035
Brooklyn,Crown Heights,40.66452,-73.9337
Queens,Ridgewood,40.70117,-73.90666
Manhattan,Theater District,40.75957,-73.98798
Brooklyn,Bushwick,40.69329,-73.91328
Brooklyn,Bushwick,40.68608,-73.91534
Manhattan,Midtown,40.74788,-73.98376
Brooklyn,Cobble Hill,40.68675,-73.9995
Brooklyn,Bushwick,40.70383,-73.92663
Brooklyn,Bedford-Stuyvesant,40.68444,-73.91874
Brooklyn,Bedford-Stuyvesant,40.68029,-73.94482
Brooklyn,Bushwick,40.69967,-73.9299
Bronx,Fordham,40.86674,-73.89284
Manhattan,Upper West Side,40.79638,-73.96332
Queens,Rego Park,40.73269,-73.8584
Manhattan,East Village,40.72712,-73.98233
Manhattan,Midtown,40.76518,-73.98287
Manhattan,Financial District,40.71086,-74.00464
Manhattan,Hell's Kitchen,40.7638,-73.9944
Brooklyn,Prospect Heights,40.6776,-73.96638
Manhattan,East Harlem,40.79598,-73.94838
Manhattan,SoHo,40.72605,-74.00572
Manhattan,Financial District,40.70333,-74.00959
Brooklyn,Bushwick,40.70185,-73.93119
Brooklyn,Williamsburg,40.71291,-73.95959
Manhattan,Upper East Side,40.77383,-73.94903
Manhattan,East Harlem,40.78714,-73.94114
Manhattan,Upper East Side,40.77466,-73.94748
Manhattan,Harlem,40.82025,-73.95206
Manhattan,Washington Heights,40.85521,-73.93528
Manhattan,Hell's Kitchen,40.76405,-73.98877
Queens,Ditmars Steinway,40.77216,-73.91252
Brooklyn,Williamsburg,40.71227,-73.93683
Bronx,Port Morris,40.80726,-73.92999
Brooklyn,Bedford-Stuyvesant,40.67933,-73.94472
Brooklyn,Bushwick,40.69367,-73.90756
Manhattan,East Harlem,40.80279,-73.9445
Brooklyn,Fort Greene,40.68855,-73.97883
Brooklyn,Brooklyn Heights,40.69491,-73.99355
Manhattan,Harlem,40.82592,-73.93911
Manhattan,Greenwich Village,40.72847,-74.00068
Manhattan,East Harlem,40.79428,-73.94433
Brooklyn,Bushwick,40.69728,-73.91387
Manhattan,Chinatown,40.71703,-73.9923
Queens,Long Island City,40.75447,-73.92887
Manhattan,Hell's Kitchen,40.7625,-73.99778
Brooklyn,Crown Heights,40.67423,-73.92913
Manhattan,East Village,40.72486,-73.98241
Queens,Ridgewood,40.71261,-73.91429
Manhattan,Financial District,40.70875,-74.00183
Manhattan,Upper West Side,40.77428,-73.97893
Brooklyn,Bushwick,40.69546,-73.92741
Staten Island,St. George,40.64497,-74.08456
Brooklyn,Williamsburg,40.70429,-73.936
Brooklyn,Bedford-Stuyvesant,40.68379,-73.92932
Brooklyn,Prospect-Lefferts Gardens,40.65616,-73.95676
Queens,Astoria,40.76743,-73.92336
Manhattan,Upper West Side,40.78178,-73.97928
Brooklyn,Williamsburg,40.71453,-73.96038
Manhattan,Roosevelt Island,40.76176,-73.94999
Brooklyn,Red Hook,40.67989,-74.00818
Manhattan,Upper East Side,40.78068,-73.94963
Manhattan,Morningside Heights,40.81245,-73.95813
Brooklyn,East Flatbush,40.65381,-73.94819
Manhattan,Washington Heights,40.84826,-73.94131
Brooklyn,Bedford-Stuyvesant,40.68206,-73.94417
Manhattan,Two Bridges,40.71107,-73.99605
Brooklyn,Fort Greene,40.68528,-73.96947
Brooklyn,Bushwick,40.68847,-73.913
Manhattan,Little Italy,40.71909,-73.99731
Manhattan,Harlem,40.81318,-73.94508
Manhattan,Morningside Heights,40.8112,-73.95967
Queens,Forest Hills,40.72761,-73.84109
Brooklyn,East New York,40.67077,-73.87564
Queens,Elmhurst,40.74059,-73.86866
Brooklyn,Bushwick,40.70208,-73.93259
Brooklyn,Bedford-Stuyvesant,40.69049,-73.93262
Manhattan,East Harlem,40.79576,-73.93735
Manhattan,Chelsea,40.74247,-74.00234
Manhattan,Hell's Kitchen,40.76284,-73.99034
Manhattan,Harlem,40.83034,-73.94017
Manhattan,Midtown,40.74197,-73.98328
Brooklyn,Flatbush,40.65099,-73.95596
Brooklyn,Williamsburg,40.71304,-73.96252
Manhattan,East Village,40.72923,-73.98251
Queens,Flushing,40.76475,-73.83
Manhattan,Hell's Kitchen,40.76565,-73.98708
Brooklyn,Williamsburg,40.71967,-73.9643
Brooklyn,Williamsburg,40.7052,-73.94397
Brooklyn,Williamsburg,40.71153,-73.95743
Manhattan,Harlem,40.81529,-73.94367
Brooklyn,Bedford-Stuyvesant,40.68644,-73.93967
Queens,Maspeth,40.72575,-73.89456
Manhattan,Chinatown,40.71532,-73.99903
Queens,Ridgewood,40.70188,-73.90429
Manhattan,Harlem,40.82258,-73.95368
Manhattan,Gramercy,40.73445,-73.98423
Manhattan,Harlem,40.82392,-73.94537
Manhattan,Upper East Side,40.7771,-73.9502
Manhattan,Upper East Side,40.78208,-73.959
Manhattan,Upper East Side,40.77746,-73.95043
Brooklyn,Park Slope,40.6718,-73.98251
Brooklyn,Brownsville,40.66116,-73.90305
Manhattan,East Village,40.72454,-73.97573
Brooklyn,Sheepshead Bay,40.60583,-73.95165
Manhattan,East Village,40.72504,-73.98327
Queens,Ditmars Steinway,40.77714,-73.91071
Manhattan,Chelsea,40.75081,-74.00396
Manhattan,Chelsea,40.74913,-74.00373
Manhattan,Chelsea,40.74888,-74.00481
Brooklyn,Williamsburg,40.71558,-73.94801
Brooklyn,Cobble Hill,40.68696,-73.99955
Brooklyn,Prospect Heights,40.67764,-73.96632
Brooklyn,Williamsburg,40.71796,-73.95522
Manhattan,Upper East Side,40.76683,-73.96867
Brooklyn,Williamsburg,40.71092,-73.94765
Manhattan,Chelsea,40.74696,-73.99556
Brooklyn,Prospect-Lefferts Gardens,40.66255,-73.94676
Brooklyn,Greenpoint,40.72857,-73.95688
Manhattan,Morningside Heights,40.80751,-73.95745
Brooklyn,Williamsburg,40.70781,-73.94479
Brooklyn,Fort Greene,40.68522,-73.97115
Queens,Long Island City,40.74801,-73.95032
Manhattan,SoHo,40.72516,-74.00242
Brooklyn,Bushwick,40.70398,-73.92403
Bronx,Norwood,40.87504,-73.88476
Brooklyn,Bedford-Stuyvesant,40.68156,-73.92036
Brooklyn,Bedford-Stuyvesant,40.68891,-73.9548
Brooklyn,Bushwick,40.69914,-73.93394
Manhattan,Hell's Kitchen,40.75547,-73.99513
Brooklyn,Bushwick,40.69613,-73.93264
Manhattan,Upper West Side,40.77654,-73.97694
Queens,East Elmhurst,40.75689,-73.89763
Manhattan,Gramercy,40.73419,-73.98132
Brooklyn,Bedford-Stuyvesant,40.68029,-73.94693
Brooklyn,Gravesend,40.58486,-73.99004
Manhattan,Harlem,40.80379,-73.95257
Manhattan,Upper East Side,40.76327,-73.96197
Manhattan,Upper East Side,40.77627,-73.95124
Brooklyn,Williamsburg,40.70689,-73.9506
Manhattan,East Harlem,40.7976,-73.93388
Brooklyn,Clinton Hill,40.68585,-73.96461
Manhattan,Upper East Side,40.77835,-73.94756
Queens,Rego Park,40.72946,-73.86277
Manhattan,East Village,40.72299,-73.97809
Queens,East Elmhurst,40.76314,-73.88619
Queens,Astoria,40.76797,-73.92807
Manhattan,Financial District,40.70711,-74.01526
Queens,Astoria,40.75824,-73.92822
Brooklyn,Bedford-Stuyvesant,40.69131,-73.95666
Manhattan,East Village,40.72515,-73.98422
Manhattan,Chelsea,40.75071,-74.00247
Manhattan,West Village,40.74,-74.0079
Brooklyn,Crown Heights,40.67546,-73.93171
Manhattan,Washington Heights,40.84385,-73.94324
Manhattan,East Village,40.72677,-73.98267
Manhattan,Hell's Kitchen,40.76684,-73.98539
Manhattan,Kips Bay,40.74435,-73.98097
Queens,Ditmars Steinway,40.77626,-73.92462
Queens,Jackson Heights,40.75439,-73.89532
Brooklyn,Bedford-Stuyvesant,40.68345,-73.95078
Manhattan,East Harlem,40.79733,-73.93695
Manhattan,Hell's Kitchen,40.76384,-73.99309
Brooklyn,Williamsburg,40.72021,-73.95695
Brooklyn,Williamsburg,40.71787,-73.9587
Manhattan,Chinatown,40.71623,-73.99521
Brooklyn,Bushwick,40.69348,-73.92497
Manhattan,Gramercy,40.73509,-73.98637
Manhattan,Upper West Side,40.78012,-73.97874
Queens,East Elmhurst,40.75966,-73.88295
Manhattan,Harlem,40.8041,-73.95252
Brooklyn,Bedford-Stuyvesant,40.68195,-73.92113
Brooklyn,Williamsburg,40.71214,-73.94204
Manhattan,Tribeca,40.72345,-74.01001
Brooklyn,Bedford-Stuyvesant,40.68556,-73.95417
Queens,Maspeth,40.73449,-73.89227
Brooklyn,Bushwick,40.68116,-73.90502
Queens,Woodside,40.75541,-73.90272
Manhattan,Harlem,40.81688,-73.94132
Brooklyn,Prospect-Lefferts Gardens,40.66057,-73.94373
Manhattan,Harlem,40.81991,-73.95248
Brooklyn,Greenpoint,40.72264,-73.9437
Manhattan,Hell's Kitchen,40.76258,-73.9887
Brooklyn,Williamsburg,40.71127,-73.95898
Manhattan,West Village,40.7375,-74.00493
Manhattan,Chelsea,40.75271,-73.99573
Brooklyn,Greenpoint,40.7257,-73.95553
Brooklyn,Cobble Hill,40.68669,-73.99909
Bronx,Longwood,40.82441,-73.90361
Brooklyn,Clinton Hill,40.69573,-73.96744
Brooklyn,Williamsburg,40.70232,-73.94587
Brooklyn,Bedford-Stuyvesant,40.69157,-73.95522
Manhattan,East Harlem,40.81038,-73.93809
Queens,Sunnyside,40.74632,-73.91299
Manhattan,Upper East Side,40.77604,-73.951
Manhattan,Kips Bay,40.74404,-73.97887
Manhattan,East Village,40.72813,-73.98132
Manhattan,Harlem,40.83034,-73.94787
Brooklyn,Bushwick,40.68731,-73.91669
Manhattan,Hell's Kitchen,40.75895,-73.99502
Brooklyn,Clinton Hill,40.68232,-73.96043
Brooklyn,Bushwick,40.68683,-73.91692
Manhattan,Harlem,40.80966,-73.95299
Brooklyn,Bushwick,40.69854,-73.9235
Manhattan,East Village,40.7226,-73.97591
Brooklyn,Williamsburg,40.70683,-73.94323
Brooklyn,Bushwick,40.68804,-73.91493
Brooklyn,Bushwick,40.68822,-73.91639
Brooklyn,East Flatbush,40.65145,-73.94553
Manhattan,East Village,40.72582,-73.97558
Brooklyn,Bushwick,40.68666,-73.91466
Manhattan,Upper East Side,40.77817,-73.95096
Manhattan,Upper East Side,40.774,-73.94932
Brooklyn,Brownsville,40.65948,-73.90084
Manhattan,Kips Bay,40.74505,-73.97867
Manhattan,Midtown,40.76548,-73.98035
Brooklyn,Williamsburg,40.71638,-73.93988
Queens,Jamaica,40.68804,-73.80564
Brooklyn,Greenpoint,40.73322,-73.95177
Queens,Ditmars Steinway,40.77352,-73.91593
Brooklyn,Crown Heights,40.67767,-73.95764
Brooklyn,Flatbush,40.649,-73.95248
Queens,Ditmars Steinway,40.77233,-73.91251
Queens,Springfield Gardens,40.66566,-73.76002
Brooklyn,Prospect-Lefferts Gardens,40.66316,-73.95326
Manhattan,Harlem,40.81379,-73.95233
Manhattan,Greenwich Village,40.72941,-74.00004
Brooklyn,Greenpoint,40.72529,-73.95595
Brooklyn,Williamsburg,40.71136,-73.94527
Brooklyn,Bedford-Stuyvesant,40.69454,-73.94895
Brooklyn,Williamsburg,40.70192,-73.94169
Brooklyn,Brighton Beach,40.57991,-73.95657
Brooklyn,Bushwick,40.69112,-73.904
Manhattan,Theater District,40.75829,-73.98833
Brooklyn,Greenpoint,40.72288,-73.9514
Manhattan,Lower East Side,40.72002,-73.98893
Brooklyn,Bedford-Stuyvesant,40.69104,-73.92886
Brooklyn,Bushwick,40.7032,-73.92703
Queens,Astoria,40.75596,-73.92798
Brooklyn,Bedford-Stuyvesant,40.68772,-73.94094
Queens,Jamaica,40.68695,-73.8045
Queens,Ridgewood,40.70615,-73.90367
Queens,Woodside,40.74416,-73.91137
Brooklyn,Williamsburg,40.7078,-73.94619
Manhattan,Chelsea,40.74093,-74.00285
Brooklyn,Clinton Hill,40.68245,-73.96321
Manhattan,Inwood,40.86318,-73.9221
Manhattan,Harlem,40.7987,-73.9531
Manhattan,Chelsea,40.74761,-74.00584
Manhattan,SoHo,40.72547,-74.0021
Manhattan,Midtown,40.75498,-73.9903
Manhattan,Murray Hill,40.74979,-73.97551
Manhattan,Chinatown,40.71835,-73.99641
Manhattan,Financial District,40.70521,-74.00678
Manhattan,Harlem,40.82592,-73.94629
Manhattan,West Village,40.73638,-73.99763
Brooklyn,Bushwick,40.69492,-73.91826
Manhattan,Hell's Kitchen,40.75858,-73.99227
Brooklyn,Downtown Brooklyn,40.68962,-73.98489
Brooklyn,Williamsburg,40.71845,-73.95533
Manhattan,Washington Heights,40.84849,-73.93107
Manhattan,SoHo,40.72783,-74.004
Brooklyn,Williamsburg,40.70954,-73.95922
Manhattan,Upper East Side,40.77795,-73.94653
Brooklyn,Bushwick,40.68853,-73.91765
Manhattan,Upper West Side,40.78242,-73.98381
Brooklyn,Williamsburg,40.71251,-73.94148
Manhattan,Greenwich Village,40.73008,-74.00123
Brooklyn,Sunset Park,40.66316,-73.99643
Brooklyn,Sunset Park,40.66182,-73.99794
Manhattan,Midtown,40.76595,-73.98169
Manhattan,Hell's Kitchen,40.76282,-73.99184
Manhattan,Inwood,40.86232,-73.93004
Manhattan,Chelsea,40.74826,-73.98928
Brooklyn,East New York,40.656,-73.89719
Brooklyn,Bedford-Stuyvesant,40.69671,-73.94896
Manhattan,East Village,40.72318,-73.98342
Brooklyn,Williamsburg,40.70803,-73.94255
Queens,Glendale,40.70037,-73.89344
Queens,Jamaica,40.68922,-73.78684
Brooklyn,Bedford-Stuyvesant,40.69512,-73.93705
Brooklyn,Bushwick,40.69208,-73.90452
Brooklyn,Bushwick,40.70086,-73.93423
Brooklyn,Bushwick,40.69417,-73.91237
Brooklyn,Bedford-Stuyvesant,40.68995,-73.95167
Brooklyn,Fort Greene,40.69064,-73.97898
Manhattan,Harlem,40.81245,-73.95131
Brooklyn,Flatbush,40.63547,-73.9632
Manhattan,Harlem,40.80106,-73.95905
Manhattan,Financial District,40.70637,-74.00941
Brooklyn,Williamsburg,40.71208,-73.95566
Brooklyn,Crown Heights,40.66475,-73.93564
Brooklyn,Bedford-Stuyvesant,40.69857,-73.9439
Brooklyn,Columbia St,40.6827,-74.00265
Bronx,Norwood,40.87446,-73.87453
Brooklyn,Crown Heights,40.66602,-73.94612
Manhattan,Hell's Kitchen,40.7661,-73.99447
Brooklyn,Flatlands,40.62906,-73.92938
Brooklyn,Williamsburg,40.7203,-73.95739
Manhattan,Midtown,40.74816,-73.98676
Manhattan,Upper West Side,40.77769,-73.97953
Brooklyn,Crown Heights,40.67739,-73.95561
Brooklyn,Bedford-Stuyvesant,40.68576,-73.91719
Brooklyn,Williamsburg,40.71339,-73.93896
Brooklyn,Sunset Park,40.64339,-74.02191
Manhattan,Midtown,40.75349,-73.96545
Manhattan,Theater District,40.75462,-73.9864
Queens,Flushing,40.75837,-73.82268
Queens,Long Island City,40.75673,-73.93609
Brooklyn,Bedford-Stuyvesant,40.69178,-73.9369
Brooklyn,Crown Heights,40.66921,-73.92624
Queens,Ditmars Steinway,40.76826,-73.89391
Manhattan,West Village,40.73061,-74.00325
Brooklyn,Williamsburg,40.71908,-73.96442
Manhattan,Midtown,40.75225,-73.97067
Manhattan,Inwood,40.86489,-73.92902
Brooklyn,Flatbush,40.65278,-73.95392
Brooklyn,Bushwick,40.69967,-73.92096
Manhattan,Hell's Kitchen,40.76402,-73.98909
Bronx,Concourse Village,40.83373,-73.91147
Brooklyn,Clinton Hill,40.68321,-73.96076
Brooklyn,Bushwick,40.68481,-73.90713
Brooklyn,Williamsburg,40.71879,-73.9402
Manhattan,East Harlem,40.79081,-73.94946
Manhattan,Upper East Side,40.76944,-73.95252
Queens,Sunnyside,40.73874,-73.92961
Manhattan,Hell's Kitchen,40.76825,-73.99107
Manhattan,Chelsea,40.74312,-73.99953
Queens,Sunnyside,40.7387,-73.9283
Manhattan,Kips Bay,40.74351,-73.97857
Brooklyn,Bushwick,40.69523,-73.90871
Manhattan,Upper West Side,40.77506,-73.98162
Brooklyn,Williamsburg,40.71805,-73.9584
Brooklyn,Williamsburg,40.70912,-73.94813
Manhattan,Midtown,40.74989,-73.98231
Brooklyn,Bushwick,40.69853,-73.92919
Manhattan,Harlem,40.81455,-73.95122
Manhattan,Harlem,40.82032,-73.95465
Queens,Richmond Hill,40.68985,-73.82003
Bronx,Longwood,40.823,-73.90859
Brooklyn,Carroll Gardens,40.68105,-73.99267
Brooklyn,Carroll Gardens,40.68168,-73.99291
Queens,Ditmars Steinway,40.77537,-73.90279
Manhattan,Lower East Side,40.71975,-73.98975
Brooklyn,Carroll Gardens,40.68243,-73.99334
Brooklyn,East New York,40.6762,-73.87936
Manhattan,Upper East Side,40.77641,-73.94616
Manhattan,Roosevelt Island,40.76184,-73.94848
Brooklyn,Clinton Hill,40.68933,-73.96879
Manhattan,Harlem,40.8227,-73.94014
Manhattan,Harlem,40.81911,-73.93794
Manhattan,Hell's Kitchen,40.75692,-73.9979
Queens,Flushing,40.75855,-73.82208
Manhattan,Washington Heights,40.85783,-73.93117
Manhattan,Civic Center,40.71194,-74.00704
